strain	log2(PTR)	sampleID	plant	syncom	treatment	generation	line	sample_type	condition
LjRoot60	0.5279686792341194	g3_l10	col0	lj	non-native	3	10	generation	col0_lj
LjRoot72	0.6605182326722817	g3_l10	col0	lj	non-native	3	10	generation	col0_lj
LjRoot80	0.18072897248599876	g3_l10	col0	lj	non-native	3	10	generation	col0_lj
LjRoot82	0.26451642481314463	g3_l10	col0	lj	non-native	3	10	generation	col0_lj
LjNodule218	0.040933635075782425	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root123D2	0.08649977781357629	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root1310	0.3136670638565433	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root142	0.4252736579305716	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root265	0.10743267334048517	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root29	0.17242881278183694	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root418	0.4181392165697856	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root480	0.38998685595474225	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root61	0.35379428055172263	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root685	0.11508617069200455	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root68	1.2631047017674295	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root695	0.07133474590098263	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root720	0.1117092392982109	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root77	0.1092023171047679	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root83	0.7433946099393351	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
Root935	0.4183868042737268	g3_l11	gifu	at	non-native	3	11	generation	gifu_at
LjNodule218	0.06043956678436963	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root123D2	0.0815643267166612	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root1310	0.18220533688712034	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root142	0.3141539510813884	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root265	0.04509231861584396	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root29	0.13580539022867752	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root418	0.43935194228704555	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root480	0.3767658162772394	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root61	0.26370580243454844	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root685	0.13090369423917841	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root68	1.310499614225091	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root695	0.04921345603415802	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root720	0.13940909628752973	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root77	0.13948057053999346	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root83	0.675606097738285	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
Root935	0.42212939283997414	g3_l12	gifu	at	non-native	3	12	generation	gifu_at
LjNodule218	0.10754543653972262	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root123D2	0.12036313453619031	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root1310	0.24683154934911627	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root142	0.46309007823905785	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root265	0.05981225495715393	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root29	0.15348887263434396	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root418	0.35609120285169504	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root480	0.3790201073477528	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root61	0.35185919571550117	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root685	0.16093495034234626	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root68	1.3205455825167893	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root695	0.053057464745826254	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root720	0.13152552780247448	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root77	0.08446215828958027	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root83	0.6322068423780308	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
Root935	0.3701971025041755	g3_l13	gifu	at	non-native	3	13	generation	gifu_at
LjNodule218	0.03576644194010404	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root123D2	0.10194791097008458	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root1310	0.17652734513206272	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root142	0.0661853580291672	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root29	0.11970167858534125	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root418	0.2928302863869024	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root480	0.2208282957576204	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root61	0.24246166080855688	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root685	0.05619153916520704	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root68	1.4093262777220072	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root695	0.046786199050788	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root720	0.19927349411803336	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root77	0.08530645759444594	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root83	0.5953408951801034	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
Root935	0.3569061793810327	g3_l15	gifu	at	non-native	3	15	generation	gifu_at
LjNodule218	0.10015072906716564	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot17	0.22286794092337608	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot1	0.14039029970028657	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot222	0.12752238747031175	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot262	0.009750142961665379	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot33	0.27845385523748256	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot44	0.21940353518700473	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot46	0.37823740316894894	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot52	0.2087556527513706	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot59	0.776195574705286	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot60	0.48077830016722	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot72	0.153479072092676	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot80	0.06908131805902705	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjRoot82	0.25496943426209	g3_l16	gifu	lj	native	3	16	generation	gifu_lj
LjNodule218	0.03959205646311902	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot17	0.13003784223355933	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot1	0.18207386247514176	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot222	0.09054950801055235	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot262	0.04071688487589503	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot33	0.24653321761684327	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot44	0.26253296156492445	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot46	0.3501442969201799	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot52	0.2588234607159608	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot59	0.7272732420543289	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot60	0.3962958965654294	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot72	0.13514766064178924	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot80	0.05880214415062646	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjRoot82	0.14078272926751645	g3_l17	gifu	lj	native	3	17	generation	gifu_lj
LjNodule218	0.1252540767540428	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot17	0.14644284107858724	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot222	0.2686162988506525	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot262	0.028961212974975982	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot33	0.16896345376519836	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot44	0.12950067617808844	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot46	0.3396608906926269	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot52	0.21981628764336278	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot59	0.7185319053426548	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot60	0.24525529305234064	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot72	0.11839120505195924	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjRoot82	0.0812218659365929	g3_l18	gifu	lj	native	3	18	generation	gifu_lj
LjNodule218	0.1990452080693867	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot17	0.05891497092561012	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot1	0.1344472710222506	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot222	0.1485918685302845	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot262	0.038829619836036576	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot33	0.228551686319632	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot44	0.2145855330340487	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot46	0.45168364317847504	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot52	0.21526428928785346	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot59	0.7685860733761185	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot60	0.33569424240181267	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot72	0.16055921190994984	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot80	0.05277793773657594	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjRoot82	0.1500659274275926	g3_l19	gifu	lj	native	3	19	generation	gifu_lj
LjNodule218	0.04283502038537745	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjRoot222	0.18044438762512896	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjRoot262	0.03659289202682564	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjRoot33	0.1645448200696254	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjRoot44	0.13429692932643	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjRoot46	0.31981778034990915	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjRoot52	0.20773994829672968	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjRoot59	0.5866321903095518	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjRoot60	0.30846702612881927	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjRoot72	0.22259279171795	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjRoot82	0.12381014201284696	g3_l20	gifu	lj	native	3	20	generation	gifu_lj
LjNodule218	0.08792099973352588	g4_l1	col0	at	native	4	1	generation	col0_at
Root101	0.559771448850832	g4_l1	col0	at	native	4	1	generation	col0_at
Root123D2	0.03330994006225649	g4_l1	col0	at	native	4	1	generation	col0_at
Root1310	0.23478421168876115	g4_l1	col0	at	native	4	1	generation	col0_at
Root142	0.41079884795090055	g4_l1	col0	at	native	4	1	generation	col0_at
Root265	0.05595697464801516	g4_l1	col0	at	native	4	1	generation	col0_at
Root29	0.12785676541879096	g4_l1	col0	at	native	4	1	generation	col0_at
Root418	0.012547689054737144	g4_l1	col0	at	native	4	1	generation	col0_at
Root480	0.3774678544542435	g4_l1	col0	at	native	4	1	generation	col0_at
Root61	0.23912807217119392	g4_l1	col0	at	native	4	1	generation	col0_at
Root685	0.26532451969840004	g4_l1	col0	at	native	4	1	generation	col0_at
Root68	0.5517421316750906	g4_l1	col0	at	native	4	1	generation	col0_at
Root695	0.07337783407930655	g4_l1	col0	at	native	4	1	generation	col0_at
Root720	0.11301974541805755	g4_l1	col0	at	native	4	1	generation	col0_at
Root77	0.024409447073184428	g4_l1	col0	at	native	4	1	generation	col0_at
Root83	0.4984566202058857	g4_l1	col0	at	native	4	1	generation	col0_at
Root935	0.15583769535180395	g4_l1	col0	at	native	4	1	generation	col0_at
LjNodule218	0.027129943974994717	g4_l2	col0	at	native	4	2	generation	col0_at
Root101	0.6394676276870562	g4_l2	col0	at	native	4	2	generation	col0_at
Root123D2	0.030609032149288545	g4_l2	col0	at	native	4	2	generation	col0_at
Root1310	0.2939883541199311	g4_l2	col0	at	native	4	2	generation	col0_at
Root142	0.6315604776339208	g4_l2	col0	at	native	4	2	generation	col0_at
Root265	0.06734726999170346	g4_l2	col0	at	native	4	2	generation	col0_at
Root29	0.1364754414771635	g4_l2	col0	at	native	4	2	generation	col0_at
Root418	0.02276769525571856	g4_l2	col0	at	native	4	2	generation	col0_at
Root480	0.4692830446147483	g4_l2	col0	at	native	4	2	generation	col0_at
Root61	0.38132529768133494	g4_l2	col0	at	native	4	2	generation	col0_at
Root685	0.3609803045776441	g4_l2	col0	at	native	4	2	generation	col0_at
Root68	0.7224226215629548	g4_l2	col0	at	native	4	2	generation	col0_at
Root695	0.09118895620969977	g4_l2	col0	at	native	4	2	generation	col0_at
Root720	0.24362276842165467	g4_l2	col0	at	native	4	2	generation	col0_at
Root77	0.029905353743028655	g4_l2	col0	at	native	4	2	generation	col0_at
Root83	0.6625116284469088	g4_l2	col0	at	native	4	2	generation	col0_at
Root935	0.1340882772674242	g4_l2	col0	at	native	4	2	generation	col0_at
LjNodule218	0.040916375015505484	g4_l3	col0	at	native	4	3	generation	col0_at
Root101	0.7060541894088568	g4_l3	col0	at	native	4	3	generation	col0_at
Root123D2	0.028901327423799125	g4_l3	col0	at	native	4	3	generation	col0_at
Root1310	0.4111456658704235	g4_l3	col0	at	native	4	3	generation	col0_at
Root142	0.4672517560832419	g4_l3	col0	at	native	4	3	generation	col0_at
Root265	0.06676727721889336	g4_l3	col0	at	native	4	3	generation	col0_at
Root29	0.09480378214416439	g4_l3	col0	at	native	4	3	generation	col0_at
Root418	0.06494435569869746	g4_l3	col0	at	native	4	3	generation	col0_at
Root480	0.3357981908205344	g4_l3	col0	at	native	4	3	generation	col0_at
Root61	0.1989453578193638	g4_l3	col0	at	native	4	3	generation	col0_at
Root685	0.11104739665571585	g4_l3	col0	at	native	4	3	generation	col0_at
Root68	0.9111772643452685	g4_l3	col0	at	native	4	3	generation	col0_at
Root695	0.06886099520700202	g4_l3	col0	at	native	4	3	generation	col0_at
Root720	0.13700463117056072	g4_l3	col0	at	native	4	3	generation	col0_at
Root77	0.034004506753474675	g4_l3	col0	at	native	4	3	generation	col0_at
Root83	0.6304085264113616	g4_l3	col0	at	native	4	3	generation	col0_at
Root935	0.15913524674763155	g4_l3	col0	at	native	4	3	generation	col0_at
LjNodule218	0.07595408921146232	g4_l4	col0	at	native	4	4	generation	col0_at
Root123D2	0.05458931783402876	g4_l4	col0	at	native	4	4	generation	col0_at
Root1310	0.1772918783365871	g4_l4	col0	at	native	4	4	generation	col0_at
Root142	0.2768158032020938	g4_l4	col0	at	native	4	4	generation	col0_at
Root265	0.0652279489352696	g4_l4	col0	at	native	4	4	generation	col0_at
Root29	0.040365102201452535	g4_l4	col0	at	native	4	4	generation	col0_at
Root418	0.01903088244583741	g4_l4	col0	at	native	4	4	generation	col0_at
Root480	0.3223515398060674	g4_l4	col0	at	native	4	4	generation	col0_at
Root61	0.1771135002205717	g4_l4	col0	at	native	4	4	generation	col0_at
Root685	0.17750147473648775	g4_l4	col0	at	native	4	4	generation	col0_at
Root68	0.9367387866382664	g4_l4	col0	at	native	4	4	generation	col0_at
Root695	0.0671214669197072	g4_l4	col0	at	native	4	4	generation	col0_at
Root77	0.04285051222581911	g4_l4	col0	at	native	4	4	generation	col0_at
Root83	0.4660595007926175	g4_l4	col0	at	native	4	4	generation	col0_at
Root935	0.15705964192337432	g4_l4	col0	at	native	4	4	generation	col0_at
LjNodule218	0.07964726499916878	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot17	0.176960699978937	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot1	0.1025288316942165	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot222	0.16060916276535195	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot262	0.04715629714830762	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot33	0.2375735736611352	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot44	0.7493680523407374	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot46	0.600078372898787	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot52	0.4736674805454294	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot59	0.6013100541224152	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot60	0.6747210596485083	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot72	0.18631317143472584	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot80	0.0648481472557607	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjRoot82	0.09435414205197099	g4_l6	col0	lj	non-native	4	6	generation	col0_lj
LjNodule218	0.08195346985809782	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot17	0.22851821674199704	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot1	0.2777345378424301	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot222	0.12234444999979169	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot262	0.010211508351623879	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot33	0.3461883302710445	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot44	0.7315312018267972	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot46	0.6144003370932843	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot52	0.7107664308507509	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot59	0.6276094722561144	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot60	0.6409759114728126	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot72	0.134335655720157	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot80	0.07788373998903493	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjRoot82	0.09199911158811078	g4_l7	col0	lj	non-native	4	7	generation	col0_lj
LjNodule218	0.10377587935600541	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot17	0.14903935531384094	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot1	0.15169200087381166	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot222	0.14271908577773287	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot262	0.005000536333467639	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot33	0.15355327010773454	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot44	0.4926029877260966	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot46	0.4981725814647227	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot52	0.343877352550607	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot59	0.7254440287177578	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot60	0.6296042552001191	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot72	0.055033783774315656	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot80	0.042130210270568014	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjRoot82	0.06762441696653318	g4_l8	col0	lj	non-native	4	8	generation	col0_lj
LjNodule218	0.10248180988838107	g4_l9	col0	lj	non-native	4	9	generation	col0_lj
LjRoot17	0.32442890090231985	g4_l9	col0	lj	non-native	4	9	generation	col0_lj
LjRoot1	0.1832238335327527	g4_l9	col0	lj	non-native	4	9	generation	col0_lj
LjRoot222	0.13876567774733853	g4_l9	col0	lj	non-native	4	9	generation	col0_lj
